symbol,interval,fast_ma,slow_ma,lookback,quantity,fee_rate,initial_capital,trade_index,side,entry_time,entry_price,exit_time,exit_price,gross_pnl,net_pnl,fee,bars_held
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,156,SHORT,1787448600000,77282.30000000,1787449800000,77254.40000000,0.27900000,-0.33914680,0.61814680,20
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,157,LONG,1787449800000,77254.40000000,1787450280000,77196.00000000,-0.58400000,-1.20180160,0.61780160,8
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,158,SHORT,1787450280000,77196.00000000,1787452260000,77137.00000000,0.59000000,-0.02733200,0.61733200,33
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,159,LONG,1787452260000,77137.00000000,1787453520000,77125.00000000,-0.12000000,-0.73704800,0.61704800,21
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,160,SHORT,1787453520000,77125.00000000,1787455080000,77124.90000000,0.00100000,-0.61599960,0.61699960,26
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,161,LONG,1787455080000,77124.90000000,1787455560000,77041.20000000,-0.83700000,-1.45366440,0.61666440,8
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,162,SHORT,1787455560000,77041.20000000,1787457120000,76947.40000000,0.93800000,0.32204560,0.61595440,26
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,163,LONG,1787457120000,76947.40000000,1787457840000,76900.10000000,-0.47300000,-1.08839000,0.61539000,12
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,164,SHORT,1787457840000,76900.10000000,1787458620000,76984.90000000,-0.84800000,-1.46354000,0.61554000,13
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,165,LONG,1787458620000,76984.90000000,1787458920000,76830.60000000,-1.54300000,-2.15826200,0.61526200,5
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,166,SHORT,1787458920000,76830.60000000,1787459280000,76945.10000000,-1.14500000,-1.76010280,0.61510280,6
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,167,LONG,1787459280000,76945.10000000,1787459760000,76833.40000000,-1.11700000,-1.73211400,0.61511400,8
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,168,SHORT,1787459760000,76833.40000000,1787462940000,76274.30000000,5.59100000,4.97856920,0.61243080,53
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,169,LONG,1787462940000,76274.30000000,1787463840000,76151.50000000,-1.22800000,-1.83770320,0.60970320,15
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,170,SHORT,1787463840000,76151.50000000,1787465880000,76196.20000000,-0.44700000,-1.05639080,0.60939080,34
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,171,LONG,1787465880000,76196.20000000,1787467380000,76293.00000000,0.96800000,0.35804320,0.60995680,25
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,172,SHORT,1787467380000,76293.00000000,1787468940000,76240.00000000,0.53000000,-0.08013200,0.61013200,26
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,173,LONG,1787468940000,76240.00000000,1787470080000,76247.10000000,0.07100000,-0.53894840,0.60994840,19
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,174,SHORT,1787470080000,76247.10000000,1787472480000,76118.40000000,1.28700000,0.67753800,0.60946200,40
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,175,LONG,1787472480000,76118.40000000,1787475600000,76486.50000000,3.68100000,3.07058040,0.61041960,52
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,176,SHORT,1787475600000,76486.50000000,1787475900000,76586.40000000,-0.99900000,-1.61129160,0.61229160,5
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,177,LONG,1787475900000,76586.40000000,1787476920000,76505.70000000,-0.80700000,-1.41936840,0.61236840,17
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,178,SHORT,1787476920000,76505.70000000,1787478120000,76560.60000000,-0.54900000,-1.16126520,0.61226520,20
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,179,LONG,1787478120000,76560.60000000,1787479380000,76588.90000000,0.28300000,-0.32959800,0.61259800,21
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,180,SHORT,1787479380000,76588.90000000,1787479440000,76632.80000000,-0.43900000,-1.05188680,0.61288680,1
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,181,LONG,1787479440000,76632.80000000,1787482380000,76820.10000000,1.87300000,1.25918840,0.61381160,49
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,182,SHORT,1787482380000,76820.10000000,1787483520000,76832.00000000,-0.11900000,-0.73360840,0.61460840,19
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,183,LONG,1787483520000,76832.00000000,1787485860000,77200.00000000,3.68000000,3.06387200,0.61612800,39
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,184,SHORT,1787485860000,77200.00000000,1787486160000,77305.90000000,-1.05900000,-1.67702360,0.61802360,5
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,185,LONG,1787486160000,77305.90000000,1787486640000,77206.40000000,-0.99500000,-1.61304920,0.61804920,8
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,186,SHORT,1787486640000,77206.40000000,1787488800000,77136.80000000,0.69600000,0.07862720,0.61737280,36
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,187,LONG,1787488800000,77136.80000000,1787492100000,77380.10000000,2.43300000,1.81493240,0.61806760,55
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,188,SHORT,1787492100000,77380.10000000,1787492520000,77500.00000000,-1.19900000,-1.81852040,0.61952040,7
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,189,LONG,1787492520000,77500.00000000,1787493180000,77378.90000000,-1.21100000,-1.83051560,0.61951560,11
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,190,SHORT,1787493180000,77378.90000000,1787493780000,77570.30000000,-1.91400000,-2.53379680,0.61979680,10
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,191,LONG,1787493780000,77570.30000000,1787494140000,77416.90000000,-1.53400000,-2.15394880,0.61994880,6
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,192,SHORT,1787494140000,77416.90000000,1787494500000,77538.20000000,-1.21300000,-1.83282040,0.61982040,6
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,193,LONG,1787494500000,77538.20000000,1787495040000,77421.00000000,-1.17200000,-1.79183680,0.61983680,9
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,194,SHORT,1787495040000,77421.00000000,1787497440000,77188.10000000,2.32900000,1.71056360,0.61843640,40
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,195,LONG,1787497440000,77188.10000000,1787498160000,77134.10000000,-0.54000000,-1.15728880,0.61728880,12
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,196,SHORT,1787498160000,77134.10000000,1787498940000,77162.90000000,-0.28800000,-0.90518800,0.61718800,13
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,197,LONG,1787498940000,77162.90000000,1787500260000,77151.10000000,-0.11800000,-0.73525600,0.61725600,22
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,198,SHORT,1787500260000,77151.10000000,1787501160000,77230.60000000,-0.79500000,-1.41252680,0.61752680,15
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,199,LONG,1787501160000,77230.60000000,1787504640000,77164.70000000,-0.65900000,-1.27658120,0.61758120,58
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,200,SHORT,1787504640000,77164.70000000,1787505780000,77348.10000000,-1.83400000,-2.45205120,0.61805120,19
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,201,LONG,1787505780000,77348.10000000,1787506140000,77205.80000000,-1.42300000,-2.04121560,0.61821560,6
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,202,SHORT,1787506140000,77205.80000000,1787507280000,77209.90000000,-0.04100000,-0.65866280,0.61766280,19
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,203,LONG,1787507280000,77209.90000000,1787507580000,77235.60000000,0.25700000,-0.36078200,0.61778200,5
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,204,SHORT,1787507580000,77235.60000000,1787508780000,77375.60000000,-1.40000000,-2.01844480,0.61844480,20
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,205,LONG,1787508780000,77375.60000000,1787510100000,77270.50000000,-1.05100000,-1.66958440,0.61858440,22
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,206,SHORT,1787510100000,77270.50000000,1787510460000,77336.30000000,-0.65800000,-1.27642720,0.61842720,6
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,207,LONG,1787510460000,77336.30000000,1787510880000,77239.00000000,-0.97300000,-1.59130120,0.61830120,7
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,208,SHORT,1787510880000,77239.00000000,1787511660000,77354.70000000,-1.15700000,-1.77537480,0.61837480,13
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,209,LONG,1787511660000,77354.70000000,1787512380000,77241.00000000,-1.13700000,-1.75538280,0.61838280,12
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,210,SHORT,1787512380000,77241.00000000,1787512740000,77349.00000000,-1.08000000,-1.69836000,0.61836000,6
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,211,LONG,1787512740000,77349.00000000,1787513580000,77276.20000000,-0.72800000,-1.34650080,0.61850080,14
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,212,SHORT,1787513580000,77276.20000000,1787514060000,77364.60000000,-0.88400000,-1.50256320,0.61856320,8
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,213,LONG,1787514060000,77364.60000000,1787515080000,77292.90000000,-0.71700000,-1.33563000,0.61863000,17
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,214,SHORT,1787515080000,77292.90000000,1787516400000,77279.90000000,0.13000000,-0.48829120,0.61829120,22
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,215,LONG,1787516400000,77279.90000000,1787518560000,77379.90000000,1.00000000,0.38136080,0.61863920,36
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,216,SHORT,1787518560000,77379.90000000,1787518920000,77524.30000000,-1.44400000,-2.06361680,0.61961680,6
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,217,LONG,1787518920000,77524.30000000,1787521080000,77726.40000000,2.02100000,1.39999720,0.62100280,36
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,218,SHORT,1787521080000,77726.40000000,1787522100000,77767.00000000,-0.40600000,-1.02797360,0.62197360,17
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,219,LONG,1787522100000,77767.00000000,1787522820000,77700.00000000,-0.67000000,-1.29186800,0.62186800,12
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,220,SHORT,1787522820000,77700.00000000,1787523900000,77758.60000000,-0.58600000,-1.20783440,0.62183440,18
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,221,LONG,1787523900000,77758.60000000,1787524320000,77650.00000000,-1.08600000,-1.70763440,0.62163440,7
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,222,SHORT,1787524320000,77650.00000000,1787525640000,77624.40000000,0.25600000,-0.36509760,0.62109760,22
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,223,LONG,1787525640000,77624.40000000,1787525820000,77595.40000000,-0.29000000,-0.91087920,0.62087920,3
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,224,SHORT,1787525820000,77595.40000000,1787527200000,77531.40000000,0.64000000,0.01949280,0.62050720,23
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,225,LONG,1787527200000,77531.40000000,1787528520000,77502.30000000,-0.29100000,-0.91113480,0.62013480,22
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,226,SHORT,1787528520000,77502.30000000,1787529360000,77674.70000000,-1.72400000,-2.34470800,0.62070800,14
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,227,LONG,1787529360000,77674.70000000,1787530140000,77560.00000000,-1.14700000,-1.76793880,0.62093880,13
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,228,SHORT,1787530140000,77560.00000000,1787530500000,77606.30000000,-0.46300000,-1.08366520,0.62066520,6
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,229,LONG,1787530500000,77606.30000000,1787530620000,77547.50000000,-0.58800000,-1.20861520,0.62061520,2
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,230,SHORT,1787530620000,77547.50000000,1787531940000,77399.20000000,1.48300000,0.86321320,0.61978680,22
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,231,LONG,1787531940000,77399.20000000,1787532180000,77364.50000000,-0.34700000,-0.96605480,0.61905480,4
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,232,SHORT,1787532180000,77364.50000000,1787532840000,77510.90000000,-1.46400000,-2.08350160,0.61950160,11
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,233,LONG,1787532840000,77510.90000000,1787533980000,77493.50000000,-0.17400000,-0.79401760,0.62001760,19
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,234,SHORT,1787533980000,77493.50000000,1787537460000,77107.70000000,3.85800000,3.23959520,0.61840480,58
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,235,LONG,1787537460000,77107.70000000,1787539440000,77405.20000000,2.97500000,2.35694840,0.61805160,33
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,236,SHORT,1787539440000,77405.20000000,1787540400000,77461.60000000,-0.56400000,-1.18346720,0.61946720,16
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,237,LONG,1787540400000,77461.60000000,1787540820000,77303.90000000,-1.57700000,-2.19606200,0.61906200,7
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,238,SHORT,1787540820000,77303.90000000,1787544360000,77056.10000000,2.47800000,1.86056000,0.61744000,59
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,239,LONG,1787544360000,77056.10000000,1787546400000,77150.20000000,0.94100000,0.32417480,0.61682520,34
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,240,SHORT,1787546400000,77150.20000000,1787548020000,76931.10000000,2.19100000,1.57467480,0.61632520,27
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,241,LONG,1787548020000,76931.10000000,1787549520000,76922.40000000,-0.08700000,-0.70241400,0.61541400,25
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,242,SHORT,1787549520000,76922.40000000,1787550180000,77123.10000000,-2.00700000,-2.62318200,0.61618200,11
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,243,LONG,1787550180000,77123.10000000,1787551680000,77109.80000000,-0.13300000,-0.74993160,0.61693160,25
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,244,SHORT,1787551680000,77109.80000000,1787551740000,77144.50000000,-0.34700000,-0.96401720,0.61701720,1
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,245,LONG,1787551740000,77144.50000000,1787553240000,77266.70000000,1.22200000,0.60435520,0.61764480,25
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,246,SHORT,1787553240000,77266.70000000,1787554080000,77469.80000000,-2.03100000,-2.64994600,0.61894600,14
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,247,LONG,1787554080000,77469.80000000,1787556600000,77583.50000000,1.13700000,0.51678680,0.62021320,42
BTCUSDT,1m,7,25,50,0.01000000,0.00040000,10000.00,248,SHORT,1787556600000,77583.50000000,1787557379999,77367.10000000,2.16400000,1.54419760,0.61980240,12
